0,160,160,exp(0)-max(320)-min(160)-cc(32)+bp
479777,-160,0,exp(0)-max(320)-min(160)-cc(32)+bp
479885,160,160,exp(0)-max(320)-min(160)-cc(32)+bp
959683,-160,0,exp(0)-max(320)-min(160)-cc(32)+bp
959867,160,160,exp(0)-max(320)-min(160)-cc(32)+bp
1439645,-160,0,exp(0)-max(320)-min(160)-cc(32)+bp
1439754,160,160,exp(0)-max(320)-min(160)-cc(32)+bp
1919733,-160,0,exp(0)-max(320)-min(160)-cc(32)+bp
1919837,160,160,exp(0)-max(320)-min(160)-cc(32)+bp
2399725,-160,0,exp(0)-max(320)-min(160)-cc(32)+bp
2399951,160,160,exp(0)-max(320)-min(160)-cc(32)+bp
2879714,-160,0,exp(0)-max(320)-min(160)-cc(32)+bp
2879817,160,160,exp(0)-max(320)-min(160)-cc(32)+bp
3359689,-160,0,exp(0)-max(320)-min(160)-cc(32)+bp
3359876,160,160,exp(0)-max(320)-min(160)-cc(32)+bp
3839694,-160,0,exp(0)-max(320)-min(160)-cc(32)+bp
3839800,160,160,exp(0)-max(320)-min(160)-cc(32)+bp
4319723,-160,0,exp(0)-max(320)-min(160)-cc(32)+bp
4319828,160,160,exp(0)-max(320)-min(160)-cc(32)+bp
4799720,-160,0,exp(0)-max(320)-min(160)-cc(32)+bp
4799881,160,160,exp(0)-max(320)-min(160)-cc(32)+bp
5279710,-160,0,exp(0)-max(320)-min(160)-cc(32)+bp
5279811,160,160,exp(0)-max(320)-min(160)-cc(32)+bp
5759595,-160,0,exp(0)-max(320)-min(160)-cc(32)+bp
5760024,160,160,exp(0)-max(320)-min(160)-cc(32)+bp
6239769,-160,0,exp(0)-max(320)-min(160)-cc(32)+bp
6239841,160,160,exp(0)-max(320)-min(160)-cc(32)+bp
6719748,-160,0,exp(0)-max(320)-min(160)-cc(32)+bp
6719852,160,160,exp(0)-max(320)-min(160)-cc(32)+bp
7199762,-160,0,exp(0)-max(320)-min(160)-cc(32)+bp
7199894,160,160,exp(0)-max(320)-min(160)-cc(32)+bp
7679711,-160,0,exp(0)-max(320)-min(160)-cc(32)+bp
7679841,40,40,exp(0)-max(320)-min(160)-cc(32)+bp
7799616,-40,0,exp(0)-max(320)-min(160)-cc(32)+bp
7799718,120,120,exp(0)-max(320)-min(160)-cc(32)+bp
8159642,-120,0,exp(0)-max(320)-min(160)-cc(32)+bp
8159783,40,40,exp(0)-max(320)-min(160)-cc(32)+bp
8279709,-40,0,exp(0)-max(320)-min(160)-cc(32)+bp
8279810,120,120,exp(0)-max(320)-min(160)-cc(32)+bp
8639565,-120,0,exp(0)-max(320)-min(160)-cc(32)+bp
8639651,40,40,exp(0)-max(320)-min(160)-cc(32)+bp
8759655,-40,0,exp(0)-max(320)-min(160)-cc(32)+bp
8759747,120,120,exp(0)-max(320)-min(160)-cc(32)+bp
9119727,-120,0,exp(0)-max(320)-min(160)-cc(32)+bp
9119829,40,40,exp(0)-max(320)-min(160)-cc(32)+bp
9239761,-40,0,exp(0)-max(320)-min(160)-cc(32)+bp
9239929,120,120,exp(0)-max(320)-min(160)-cc(32)+bp
9599709,-120,0,exp(0)-max(320)-min(160)-cc(32)+bp
9599803,40,40,exp(0)-max(320)-min(160)-cc(32)+bp
9719696,-40,0,exp(0)-max(320)-min(160)-cc(32)+bp
9719796,120,120,exp(0)-max(320)-min(160)-cc(32)+bp
10079686,-120,0,exp(0)-max(320)-min(160)-cc(32)+bp
10079790,40,40,exp(0)-max(320)-min(160)-cc(32)+bp
10199716,-40,0,exp(0)-max(320)-min(160)-cc(32)+bp
10199819,120,120,exp(0)-max(320)-min(160)-cc(32)+bp
10559700,-120,0,exp(0)-max(320)-min(160)-cc(32)+bp
10559788,40,40,exp(0)-max(320)-min(160)-cc(32)+bp
10679834,-40,0,exp(0)-max(320)-min(160)-cc(32)+bp
10680001,120,120,exp(0)-max(320)-min(160)-cc(32)+bp
11039735,-120,0,exp(0)-max(320)-min(160)-cc(32)+bp
11039837,40,40,exp(0)-max(320)-min(160)-cc(32)+bp
11159684,-40,0,exp(0)-max(320)-min(160)-cc(32)+bp
11159788,120,120,exp(0)-max(320)-min(160)-cc(32)+bp
11519746,-120,0,exp(0)-max(320)-min(160)-cc(32)+bp
11519856,40,40,exp(0)-max(320)-min(160)-cc(32)+bp
11639691,-40,0,exp(0)-max(320)-min(160)-cc(32)+bp
11639791,120,120,exp(0)-max(320)-min(160)-cc(32)+bp
11999706,-120,0,exp(0)-max(320)-min(160)-cc(32)+bp
11999807,40,40,exp(0)-max(320)-min(160)-cc(32)+bp
12119726,-40,0,exp(0)-max(320)-min(160)-cc(32)+bp
12119832,120,120,exp(0)-max(320)-min(160)-cc(32)+bp
12479709,-120,0,exp(0)-max(320)-min(160)-cc(32)+bp
12479890,40,40,exp(0)-max(320)-min(160)-cc(32)+bp
12599781,-40,0,exp(0)-max(320)-min(160)-cc(32)+bp
12599883,120,120,exp(0)-max(320)-min(160)-cc(32)+bp
12959733,-120,0,exp(0)-max(320)-min(160)-cc(32)+bp
12959830,40,40,exp(0)-max(320)-min(160)-cc(32)+bp
13079608,-40,0,exp(0)-max(320)-min(160)-cc(32)+bp
13079934,120,120,exp(0)-max(320)-min(160)-cc(32)+bp
