0,50,50,sync
99640,-50,0,sync
100056,50,50,sync
199654,-50,0,sync
199862,50,50,sync
299640,-50,0,sync
299939,50,50,sync
399654,-50,0,sync
400010,50,50,sync
499642,-50,0,sync
499819,50,50,sync
599642,-50,0,sync
599850,50,50,sync
699642,-50,0,sync
699854,50,50,sync
799657,-50,0,sync
800043,50,50,sync
899602,-50,0,sync
899811,50,50,sync
999659,-50,0,sync
999870,50,50,sync
1099643,-50,0,sync
1099819,50,50,sync
1199648,-50,0,sync
1200022,50,50,sync
1299655,-50,0,sync
1299903,50,50,sync
1399642,-50,0,sync
1399855,50,50,sync
1499642,-50,0,sync
1499827,50,50,sync
1599642,-50,0,sync
1600008,50,50,sync
1699658,-50,0,sync
1699854,50,50,sync
1799597,-50,0,sync
1799800,50,50,sync
1899656,-50,0,sync
1899851,50,50,sync
1999640,-50,0,sync
1999838,50,50,sync
2100640,-50,0,sync
2100878,50,50,sync
2200639,-50,0,sync
2200845,50,50,sync
2300658,-50,0,sync
2300900,50,50,sync
2400658,-50,0,sync
2400849,50,50,sync
2500643,-50,0,sync
2500877,50,50,sync
2600642,-50,0,sync
2600845,50,50,sync
2701642,-50,0,sync
2701864,50,50,sync
2801648,-50,0,sync
2801921,50,50,sync
2902641,-50,0,sync
2902844,50,50,sync
3002643,-50,0,sync
3002892,50,50,sync
3102642,-50,0,sync
3102826,50,50,sync
3202643,-50,0,sync
3202837,50,50,sync
3302642,-50,0,sync
3302888,50,50,sync
3402642,-50,0,sync
3402851,50,50,sync
3502642,-50,0,sync
3502846,50,50,sync
3603644,-50,0,sync
3603862,50,50,sync
3704656,-50,0,sync
3704863,50,50,sync
3804650,-50,0,sync
3804929,50,50,sync
3904643,-50,0,sync
3904843,50,50,sync
4004657,-50,0,sync
4004855,50,50,sync
4105598,-50,0,sync
4105828,50,50,sync
4205595,-50,0,sync
4205795,50,50,sync
4305600,-50,0,sync
4305870,50,50,sync
4405595,-50,0,sync
4405769,50,50,sync
4505597,-50,0,sync
4505792,50,50,sync
4605597,-50,0,sync
4605779,50,50,sync
4705642,-50,0,sync
4705842,50,50,sync
4805641,-50,0,sync
4805944,50,50,sync
4906654,-50,0,sync
4906865,50,50,sync
5006641,-50,0,sync
5006855,50,50,sync
5106641,-50,0,sync
5106835,50,50,sync
5206655,-50,0,sync
5206841,50,50,sync
5306641,-50,0,sync
5306888,50,50,sync
5407659,-50,0,sync
5407854,50,50,sync
5507657,-50,0,sync
5507847,50,50,sync
5607643,-50,0,sync
5607832,50,50,sync
5707642,-50,0,sync
5707842,50,50,sync
5807640,-50,0,sync
5807889,50,50,sync
5907642,-50,0,sync
5907876,50,50,sync
6007598,-50,0,sync
6007839,50,50,sync
6107601,-50,0,sync
6107827,50,50,sync
6207596,-50,0,sync
6207781,50,50,sync
6307597,-50,0,sync
6307852,50,50,sync
6407597,-50,0,sync
6407781,50,50,sync
6507596,-50,0,sync
6507810,50,50,sync
6607600,-50,0,sync
6607768,50,50,sync
6707597,-50,0,sync
6707853,50,50,sync
6807596,-50,0,sync
6807840,50,50,sync
6907611,-50,0,sync
6907800,50,50,sync
7007595,-50,0,sync
7007780,50,50,sync
7107596,-50,0,sync
7107777,50,50,sync
7207594,-50,0,sync
7207869,50,50,sync
7307609,-50,0,sync
7307854,50,50,sync
7407597,-50,0,sync
7407795,50,50,sync
7507596,-50,0,sync
7507807,50,50,sync
7607596,-50,0,sync
7607778,50,50,sync
7707598,-50,0,sync
7707808,50,50,sync
7807595,-50,0,sync
7807852,50,50,sync
7907610,-50,0,sync
7907807,50,50,sync
8007599,-50,0,sync
8007776,50,50,sync
8107596,-50,0,sync
8107790,50,50,sync
8207598,-50,0,sync
8207820,50,50,sync
8307597,-50,0,sync
8307829,50,50,sync
8407598,-50,0,sync
8407781,50,50,sync
8507594,-50,0,sync
8507824,50,50,sync
8607597,-50,0,sync
8607822,50,50,sync
8707598,-50,0,sync
8707804,50,50,sync
8807596,-50,0,sync
8807841,50,50,sync
8907643,-50,0,sync
8907842,50,50,sync
