0,16,16,exp(0)-max(32)-min(16)-cc(16)
110,16,32,exp(0)-max(32)-min(16)-cc(16)
157,16,48,exp(0)-max(32)-min(16)-cc(16)
856,16,64,exp(0)-max(32)-min(16)-cc(16)
946,16,80,exp(0)-max(32)-min(16)-cc(16)
1883,16,96,exp(0)-max(32)-min(16)-cc(16)
2932,16,112,exp(0)-max(32)-min(16)-cc(16)
3012,16,128,exp(0)-max(32)-min(16)-cc(16)
3061,16,144,exp(0)-max(32)-min(16)-cc(16)
3106,16,160,exp(0)-max(32)-min(16)-cc(16)
3804,16,176,exp(0)-max(32)-min(16)-cc(16)
3840,16,192,exp(0)-max(32)-min(16)-cc(16)
3869,16,208,exp(0)-max(32)-min(16)-cc(16)
3891,16,224,exp(0)-max(32)-min(16)-cc(16)
5035,16,240,exp(0)-max(32)-min(16)-cc(16)
5082,16,256,exp(0)-max(32)-min(16)-cc(16)
32131,16,272,exp(0)-max(32)-min(16)-cc(16)
32217,16,288,exp(0)-max(32)-min(16)-cc(16)
32244,16,304,exp(0)-max(32)-min(16)-cc(16)
32854,16,320,exp(0)-max(32)-min(16)-cc(16)
32895,16,336,exp(0)-max(32)-min(16)-cc(16)
34008,16,352,exp(0)-max(32)-min(16)-cc(16)
35010,16,368,exp(0)-max(32)-min(16)-cc(16)
35067,16,384,exp(0)-max(32)-min(16)-cc(16)
35107,16,400,exp(0)-max(32)-min(16)-cc(16)
35146,16,416,exp(0)-max(32)-min(16)-cc(16)
35840,16,432,exp(0)-max(32)-min(16)-cc(16)
35914,16,448,exp(0)-max(32)-min(16)-cc(16)
35962,16,464,exp(0)-max(32)-min(16)-cc(16)
36009,16,480,exp(0)-max(32)-min(16)-cc(16)
36978,16,496,exp(0)-max(32)-min(16)-cc(16)
37037,16,512,exp(0)-max(32)-min(16)-cc(16)
48059,-16,496,exp(0)-max(32)-min(16)-cc(16)
64148,16,512,exp(0)-max(32)-min(16)-cc(16)
64204,16,528,exp(0)-max(32)-min(16)-cc(16)
64239,16,544,exp(0)-max(32)-min(16)-cc(16)
64853,16,560,exp(0)-max(32)-min(16)-cc(16)
64891,16,576,exp(0)-max(32)-min(16)-cc(16)
66104,16,592,exp(0)-max(32)-min(16)-cc(16)
67021,16,608,exp(0)-max(32)-min(16)-cc(16)
67082,16,624,exp(0)-max(32)-min(16)-cc(16)
67147,16,640,exp(0)-max(32)-min(16)-cc(16)
67191,16,656,exp(0)-max(32)-min(16)-cc(16)
67853,16,672,exp(0)-max(32)-min(16)-cc(16)
67927,16,688,exp(0)-max(32)-min(16)-cc(16)
67972,16,704,exp(0)-max(32)-min(16)-cc(16)
68012,16,720,exp(0)-max(32)-min(16)-cc(16)
68835,16,736,exp(0)-max(32)-min(16)-cc(16)
68879,16,752,exp(0)-max(32)-min(16)-cc(16)
95975,-16,736,exp(0)-max(32)-min(16)-cc(16)
96177,16,752,exp(0)-max(32)-min(16)-cc(16)
96239,16,768,exp(0)-max(32)-min(16)-cc(16)
96270,16,784,exp(0)-max(32)-min(16)-cc(16)
96932,16,800,exp(0)-max(32)-min(16)-cc(16)
96962,16,816,exp(0)-max(32)-min(16)-cc(16)
98053,16,832,exp(0)-max(32)-min(16)-cc(16)
99106,16,848,exp(0)-max(32)-min(16)-cc(16)
99154,16,864,exp(0)-max(32)-min(16)-cc(16)
99186,16,880,exp(0)-max(32)-min(16)-cc(16)
99214,16,896,exp(0)-max(32)-min(16)-cc(16)
99805,16,912,exp(0)-max(32)-min(16)-cc(16)
99830,16,928,exp(0)-max(32)-min(16)-cc(16)
99899,16,944,exp(0)-max(32)-min(16)-cc(16)
99971,16,960,exp(0)-max(32)-min(16)-cc(16)
100890,16,976,exp(0)-max(32)-min(16)-cc(16)
100945,16,992,exp(0)-max(32)-min(16)-cc(16)
128130,16,1008,exp(0)-max(32)-min(16)-cc(16)
128185,16,1024,exp(0)-max(32)-min(16)-cc(16)
