0,160,160,exp(0)-max(320)-min(160)-cc(16)+bp
479810,-160,0,exp(0)-max(320)-min(160)-cc(16)+bp
479937,160,160,exp(0)-max(320)-min(160)-cc(16)+bp
959776,-160,0,exp(0)-max(320)-min(160)-cc(16)+bp
960015,160,160,exp(0)-max(320)-min(160)-cc(16)+bp
1439772,-160,0,exp(0)-max(320)-min(160)-cc(16)+bp
1439887,160,160,exp(0)-max(320)-min(160)-cc(16)+bp
1919706,-160,0,exp(0)-max(320)-min(160)-cc(16)+bp
1919890,160,160,exp(0)-max(320)-min(160)-cc(16)+bp
2399815,-160,0,exp(0)-max(320)-min(160)-cc(16)+bp
2400064,160,160,exp(0)-max(320)-min(160)-cc(16)+bp
2879776,-160,0,exp(0)-max(320)-min(160)-cc(16)+bp
2879878,160,160,exp(0)-max(320)-min(160)-cc(16)+bp
3359797,-160,0,exp(0)-max(320)-min(160)-cc(16)+bp
3360024,160,160,exp(0)-max(320)-min(160)-cc(16)+bp
3839832,-160,0,exp(0)-max(320)-min(160)-cc(16)+bp
3839941,160,160,exp(0)-max(320)-min(160)-cc(16)+bp
4319736,-160,0,exp(0)-max(320)-min(160)-cc(16)+bp
4319831,160,160,exp(0)-max(320)-min(160)-cc(16)+bp
4799776,-160,0,exp(0)-max(320)-min(160)-cc(16)+bp
4799930,160,160,exp(0)-max(320)-min(160)-cc(16)+bp
5279806,-160,0,exp(0)-max(320)-min(160)-cc(16)+bp
5279910,160,160,exp(0)-max(320)-min(160)-cc(16)+bp
5759810,-160,0,exp(0)-max(320)-min(160)-cc(16)+bp
5760110,160,160,exp(0)-max(320)-min(160)-cc(16)+bp
6239761,-160,0,exp(0)-max(320)-min(160)-cc(16)+bp
6239857,160,160,exp(0)-max(320)-min(160)-cc(16)+bp
6719737,-160,0,exp(0)-max(320)-min(160)-cc(16)+bp
6719837,160,160,exp(0)-max(320)-min(160)-cc(16)+bp
7242806,-160,0,exp(0)-max(320)-min(160)-cc(16)+bp
7242985,160,160,exp(0)-max(320)-min(160)-cc(16)+bp
7722818,-160,0,exp(0)-max(320)-min(160)-cc(16)+bp
7722930,40,40,exp(0)-max(320)-min(160)-cc(16)+bp
7842784,-40,0,exp(0)-max(320)-min(160)-cc(16)+bp
7842880,120,120,exp(0)-max(320)-min(160)-cc(16)+bp
8202675,-120,0,exp(0)-max(320)-min(160)-cc(16)+bp
8202814,40,40,exp(0)-max(320)-min(160)-cc(16)+bp
8322712,-40,0,exp(0)-max(320)-min(160)-cc(16)+bp
8322786,120,120,exp(0)-max(320)-min(160)-cc(16)+bp
8682706,-120,0,exp(0)-max(320)-min(160)-cc(16)+bp
8682795,40,40,exp(0)-max(320)-min(160)-cc(16)+bp
8803775,-40,0,exp(0)-max(320)-min(160)-cc(16)+bp
8803887,120,120,exp(0)-max(320)-min(160)-cc(16)+bp
9163828,-120,0,exp(0)-max(320)-min(160)-cc(16)+bp
9163934,40,40,exp(0)-max(320)-min(160)-cc(16)+bp
9283833,-40,0,exp(0)-max(320)-min(160)-cc(16)+bp
9283993,120,120,exp(0)-max(320)-min(160)-cc(16)+bp
9643834,-120,0,exp(0)-max(320)-min(160)-cc(16)+bp
9643937,40,40,exp(0)-max(320)-min(160)-cc(16)+bp
9763841,-40,0,exp(0)-max(320)-min(160)-cc(16)+bp
9763933,120,120,exp(0)-max(320)-min(160)-cc(16)+bp
10123809,-120,0,exp(0)-max(320)-min(160)-cc(16)+bp
10123910,40,40,exp(0)-max(320)-min(160)-cc(16)+bp
10243804,-40,0,exp(0)-max(320)-min(160)-cc(16)+bp
10243908,120,120,exp(0)-max(320)-min(160)-cc(16)+bp
